sentence,label_human,label_embed2discover,corpus_filename,start_pos,end_pos,file
"Wenn sie bei der Anstellung nicht erfüllt ist, erhält die betroffene Person eine Frist von einem Jahr zur Erreichung der notwendigen Sprachkenntnisse.",0,0,16/10_3301.txt,302,452,16/10_3301.txt
"Die Bevölkerung habe zur Zeit andere Probleme als eine Biodiversitätskrise, eine solche Krise gebe es nämlich nicht, sagte Michael Graber (SVP/VS).",1,0,51/22_025.txt,4418,4565,51/22_025.txt
"Dies erscheint geradezu paradox, wenn man die Leistungen der Schweizer Forschenden im Bereich der Pflanzenforschung betrachtet, die gemäss dem OECD Science, Technology and Industry Scoreboard 2009 weltweit noch immer zu den absolut Besten gehören.",0,0,16/10_3362.txt,978,1225,16/10_3362.txt
Begriffe wie wohlerworben und gesetzesbeständig widersprechen dem demokratischen Prinzip der jederzeitigen Revidierbarkeit von Gesetzen.,0,0,20/11_3943.txt,376,516,20/11_3943.txt
"Er enthält zahlreiche interessante Informationen über Nahrungsmittel und Agrotreibstoffe, über nichterneuerbare Rohstoffe oder die Ressource Wasser.",1,1,14/09_3819.txt,299,447,14/09_3819.txt
Die komplementärmedizinisch tätigen Ärztinnen und Ärzte verschreiben Antibiotika traditionsgemäss zurückhaltend.,0,0,36/18_3089.txt,2118,2230,36/18_3089.txt
"Im Dossier, das die Schweiz für die Welterbekandidatur des Weinbaugebietes Lavaux eingereicht hat, steht, dass Weltkulturerbegüter die biologische Diversität fördern können.",1,1,50/21_7463.txt,0,173,50/21_7463.txt
Das Bewusstsein für das Tier ist in den Hintergrund gerückt.,1,1,12/08_3675.txt,261,321,12/08_3675.txt
91 Prozent der Gesamtmenge an kritischen Antibiotika wurde für Rinder verwendet (941kg).,0,0,52/22_3303.txt,1274,1362,52/22_3303.txt
Die internationale Vernetzung rechtsradikaler Gruppen ist evident.,0,0,0/00_3432.txt,1092,1158,0/00_3432.txt
Die Wirkungen daraus auf das allgemeine schweizerische Bewusstsein und die Förderpolitik des Bundes sind für den betreffenden Kanton ungünstig.,0,0,16/10_3648.txt,1424,1567,16/10_3648.txt
"In diesem Zusammenhang bitte ich den Bundesrat, folgende Fragen zu beantworten:1.",0,0,16/10_1077.txt,367,448,16/10_1077.txt
Historisch mag dies nachvollziehbar sein;,0,0,20/11_3974.txt,1104,1145,20/11_3974.txt
"Der Bundesrat wird beauftragt, die Verbreitung der Nutzung der qualifizierten elektronischen Signatur, die Einführung einer digitalen öffentlichen Urkunde (EÖBG) wie auch die Aktivierung des Schweizerischen Registers der Urkundspersonen (UPReg) durch die Kantone zur Zielerreichung der Motion zu unterstützen.",0,0,48/21_3180.txt,1061,1370,48/21_3180.txt
"Was ist der Stand des Verfahrens?3. Ist er über die Befangenheit bei Überkreuz-Beurteilungen im Falle der Filmförderungskommission und von Ausschüssen orientiert, und erkennt er Handlungsbedarf?4.",0,0,16/10_3579.txt,1144,1340,16/10_3579.txt
"Wie will das Bazl dem Instrument Landschaftsruhezonen im Koordinationsprozess Aletsch-Susten gerecht werden, insbesondere im Hinblick darauf, dass diese bereits ohne Einbezug der Stakeholder festgelegt wurden?4.",0,1,23/12_3583.txt,1810,2023,23/12_3583.txt
Im Jahr 2009 ist der Käsekonsum gestiegen.,0,0,16/10_3296.txt,76,118,16/10_3296.txt
"Die FDA sind jedoch naturgemäss nicht an tiefen Limiten interessiert, da ihnen das Roaming viel Geld in die Kasse spült.",0,0,55/23_3402.txt,1900,2020,55/23_3402.txt
Wird er das Label biologisch abbaubar normieren lassen?,1,0,42/19_5217.txt,532,589,42/19_5217.txt
"Der Bundesrat wird gebeten, folgende Fragen zu beantworten:",0,0,16/10_3104.txt,0,59,16/10_3104.txt
"Sowohl im neuen Fortpflanzungsmedizingesetz als auch in der Fortpflanzungsmedizinverordnung wird verlangt, dass betroffene Frauen und Paare im Rahmen eines fortpflanzungsmedizinischen Verfahrens sozialpsychologisch beraten und betreut werden müssen (Art. 9 FMedG, Art. 6 FMedV).",0,0,34/17_1101.txt,0,280,34/17_1101.txt
Eine Mitgliedschaft der Schweiz stärkt die Position der Schweizer Waldforschung im Rahmen der wissenschaftlichen Zusammenarbeit mit dem EFI.,1,1,15/10_011.txt,1364,1504,15/10_011.txt
"Eine Änderung von Artikel 323b OR drängt sich auf, damit der Lohn zwingend in der gesetzlichen Währung, also in Schweizerfranken, ausgezahlt wird, indem die Möglichkeit der Ausnahme aufgehoben wird.",0,0,29/15_3197.txt,2447,2645,29/15_3197.txt
Welche Naturwerte sind in den fünf Jahren seit der Annahme der Strategie Biodiversität Schweiz aufgrund der fehlenden Umsetzung vorgesehener Massnahmen bereits verlorengegangen?3. Wie hoch sind die Kosten dieses Nichtstuns?4.,1,1,34/17_3468.txt,1192,1417,34/17_3468.txt
Welche Naturwerte sind in den fünf Jahren seit der Annahme der Strategie Biodiversität Schweiz aufgrund der fehlenden Umsetzung vorgesehener Massnahmen bereits verlorengegangen?3. Wie hoch sind die Kosten dieses Nichtstuns?4.,1,1,34/17_3468.txt,1192,1417,34/17_3468.txt
"Entschädigungen über mehr als 2,3 Milliarden Dollar wurden ausgerichtet, was zahlreiche Kirchen in den Konkurs führte.",0,0,16/10_3246.txt,1521,1639,16/10_3246.txt
Auf bilateraler und multilateraler Ebene sind von Schweizer Seite das Thema Religionsfreiheit sowie der Schutz religiöser Minderheiten systematisch zu thematisieren.,0,1,28/14_3824.txt,1901,2066,28/14_3824.txt
"Die gewaltige Verkehrsbelastung mit kilometerlangen Staus durch die täglich gegen 20 000 Fahrzeuge, darunter ein hoher Prozentsatz an schweren Lastwagen, ist aus Gründen der Sicherheit, aufgrund der volkswirtschaftlichen Schäden und der Umweltbelastung nicht mehr tragbar.",0,0,16/10_1022.txt,95,367,16/10_1022.txt
"Ich fordere den Bundesrat deshalb auf, für den Fall einer Ablehnung des Referendums am 17. Mai die gesellschaftlichen und psychischen Folgen der generellen Erhebung biometrischer Daten zu evaluieren.",0,0,14/09_3382.txt,2001,2200,14/09_3382.txt
"Um Rechtssicherheit zu gewährleisten, schlägt die UREK-N vor, die Steuererleichterungen für biogene Treibstoffe ab Juni 2020 ebenfalls bis Ende 2021 weiterzuführen.",0,0,35/17_405.txt,15213,15377,35/17_405.txt
"Im Zuge der Corona-Pandemie wurde der Versorgungssicherheit wieder grössere Aufmerksamkeit zuteil, was sich auch in diversen parlamentarischen Vorstössen äusserte.",0,0,46/20_4587.txt,0,163,46/20_4587.txt
"Der Bundesrat wird beauftragt, das Jagdgesetz (JSG) dahingehend anzupassen, dass die Jagd auf bedrohte Arten, die auf der roten Liste und der Liste der prioritären Arten stehen, verboten wird.",1,1,50/21_4648.txt,0,192,50/21_4648.txt
"Botschaft und Beschlussentwurf vom 16. März 1917 , betreffend Konzessioneiner elektrischen Schmalspurbahn von Ölten nach Niedererlinsbach mit Abzweigung von Obergösgen nach Lostorf.",0,0,61/747.txt,33,214,61/747.txt
"Mithilfe steuerlicher Anreize will Italien eine Art Braindrain in umgekehrter Richtung erreichen, dies allerdings nur für Bürgerinnen und Bürger der Europäischen Union.1. Handelt es sich dabei nicht um eine Verletzung der bilateralen Verträge oder des Doppelbesteuerungsabkommens mit Italien (Diskriminierungsverbot)?2. Falls ja:",0,0,20/11_5067.txt,216,545,20/11_5067.txt
"Gleichzeitig ist eine Änderung von Nachrichtendienstgesetz und Strafgesetzbuch in Arbeit, die die Rechtsgrundlage für das Verbot von Al-Kaida und Islamischem Staat sowie verwandter Organisationen überflüssig machen würde.",0,0,34/17_070.txt,331,554,34/17_070.txt
andere Abschlüsse sind aber nicht auszuschliessen.,0,0,16/10_3676.txt,1528,1578,16/10_3676.txt
"Dazu fahren sie selbstverständlich früh los, damit sie noch gleichentags die Rückreise antreten können.",0,0,16/10_1032.txt,487,590,16/10_1032.txt
kann;3. wie Projekte zur Bekämpfung von Food Waste und zur Förderung der pflanzlichen Ernährung angeregt und besser unterstützt werden könnten;4. wie Haushalte etwa durch entsprechende Kampagnen oder die Integration der Thematiken Food Waste und pflanzliche Ernährung in den Schul- und Berufsbildungsunterricht auf die Problematik sensibilisiert werden könnten;5. wie Food Waste bis 2020 im Vergleich zu heute um 80 Prozent reduziert werden kann.,0,0,27/14_3603.txt,1783,2229,27/14_3603.txt
"Der Schutz der traditionellen und naturnahen Freilandpro duktion ist, soweit dies neben gezielten Deklarations und Marketinganstrengungen (Konsumenteninformations-Ge setz) der Produzenten selber erforderlich ist, über Artikel 31b des Landwirtschaftsgesetzes sicherzustellen.",1,1,72/93_3422.txt,1635,1909,72/93_3422.txt
Hinzu kommen rund 10 Millionen Franken für die Beeinträchtigung landwirtschaftlicher Kulturen.,1,1,8/06_3065.txt,240,334,8/06_3065.txt
Der ökologische Wert der Bestäubung für die Diversität der Wildflora kommt noch dazu.,1,1,6/04_3733.txt,631,716,6/04_3733.txt
Nach Artikel 7b Absatz 3 treffen Elektrizitätsversorgungs-Unternehmen,0,0,16/10_3288.txt,514,583,16/10_3288.txt
An der Alpenwoche 2012 wurde neben der Diskussion von Projekten erstmals auch die Alpenkonferenz - das Treffen der Umweltminister der Länder der Alpenkonvention - durchgeführt.,1,1,24/12_5344.txt,0,176,24/12_5344.txt
"Der Bundesrat wird beauftragt, das Instrument des Dreier-Ausschusses im RVOG zu regeln, damit diese Ausschüsse bei wichtigen und übergreifenden Geschäften einen Ausgleich zwischen dem Departemental- und dem Kollegialprinzip schaffen und die Entscheidgrundlagen des Bundesrates verbessert werden.",0,0,16/10_3393.txt,0,295,16/10_3393.txt
"Der Bundesrat wird daher beauftragt, alle notwendigen  Vorkehren zu treffen, damit der Bund für solche Hoch  schulbereiche, die der Koordination und der Kooperation  besonders bedürfen, die finanzielle Trägerschaft ganz über  nehmen kann (besonders naturwissenschaftliche Fakultä  ten, nicht-klinischer Teil der Medizin und klinische For  schung).",0,0,21/11277.txt,332,679,21/11277.txt
"An dieser pessimistischen Prognose lässt sich kaum zweifeln, ist doch in den Jahren 2007 und 2008, als das Verkehrsvolumen zugenommen hat, in erster Linie der Strassenverkehr angewachsen, während im ersten Quartal 2009, als das Verkehrsvolumen konjunkturbedingt abgenommen hat, in erster Linie der Schienenverkehr zurückgegangen ist.",0,0,16/10_3010.txt,790,1123,16/10_3010.txt
"In den kommenden Jahren wird das Thema Personalmangel in der Pflege, vor allem in der Alterspflege, das Thema Nummer eins der Alters- und Pflegeheime.",0,0,16/10_3127.txt,329,479,16/10_3127.txt
"Was passiert mit jenen biodiversitätsschädigenden Anreizen und Investitionen, die der Bund bis 2023 nicht untersuchen will bzw. zu denen er 2023 keine Reformvorschläge präsentieren wird?3.",1,0,46/20_4605.txt,1573,1761,46/20_4605.txt
1. dass eine lebenslänglich verhängte Zuchthausstrafe tatsäch lieh absolviert werden muss und dass eine bedingte Entlas sung wegen guten Verhaltens während des Strafvollzugs nach 15 Jahren nur ausnahmsweise und unter im Gesetz ausdrücklich festgehaltenen Umständen möglich ist.,0,0,87/No_bill_id_7958.txt,911,1188,87/No_bill_id_7958.txt
"Was hat die Abklärung ergeben im Bereich der Risikoabschätzung und Managementprüfung für besonders betroffene (Teil-)Populationen, Arten und Lebensräume?",1,1,35/17_4266.txt,1361,1514,35/17_4266.txt
Mit der Umsetzung der Engpassbeseitigung aus den Modulen 1 und 2 würden weitere 90 Kilometer von mehr als sechsspurigen Autobahnen dazukommen.,0,0,16/10_3432.txt,1943,2085,16/10_3432.txt
"Ich bitte deshalb den Bundesrat, folgende Fragen zu beantworten:",0,0,16/10_3591.txt,308,372,16/10_3591.txt
Auch hier sind die Frauen gleichermassen betroffen wie die Männer.,0,0,16/10_3025.txt,2672,2738,16/10_3025.txt
Die vorliegende Motion begrüsst die Verabschiedung des Nationalen Programms Jugendmedienschutz und Medienkompetenzen durch den Bundesrat am 11. Juni 2010.,0,0,16/10_3466.txt,3406,3562,16/10_3466.txt
Mehrere Flüge erlitten Verspätungen oder fielen sogar ganz aus.,0,0,16/10_3759.txt,601,664,16/10_3759.txt
"Es missachtet somit einmal mehr die Grundsätze eines wirksamen Umgangs mit den Ressourcen, wie das Subventionsgesetz dies verlangt.",0,1,28/14_3922.txt,1418,1549,28/14_3922.txt
"Oft werden Antibiotika verabreicht, obwohl diese nachweislich keinen oder nur einen geringen Nutzen haben, bspw. bei Erkrankungen der oberen Atemwege, die häufig von Viren verursacht werden.",0,0,37/18_4332.txt,864,1054,37/18_4332.txt
"Aufgrund welcher Rechtsgrundlage hat das EJPD die neue elektronische Abhöranlage ISS bereits vor Genehmigung durch das Parlament bestellt?2. Welche Kosten verursacht die Beschaffung dieses Interception-Systems Schweiz (ISS)?3. Wie verhält sich das EJPD bezüglich des bereits beschafften ISS, falls das Parlament das revidierte Bundesgesetz BÜPF ablehnt?4.",0,0,16/10_3728.txt,271,626,16/10_3728.txt
Das ambitionierte Produktionsziel des Parlamentes kann daher ohne verfahrenstechnische Erleichterung für die Realisierung von Anlagen aus erneuerbaren Energien nicht erreicht werden.,0,0,16/10_3344.txt,2079,2261,16/10_3344.txt
"Ab 2011 müssen die Kantone die bei EL anrechenbaren Taxen so ansetzen, dass durch den Aufenthalt in einem anerkannten Pflegeheim in der Regel keine Sozialhilfe-Abhängigkeit begründet wird.",0,0,17/10_4019.txt,351,541,17/10_4019.txt
Im Sicherheitspolitischen Bericht 2016 definiert der Bundesrat die Kooperation als einen der drei Kernbegriffe der sicherheitspolitischen Strategie.,0,0,36/18_3135.txt,805,955,36/18_3135.txt
"Ist er bereit, das Inventar an Kernmaterialien nach Artikel 72 des Kernenergiegesetzes (KEG) so zu publizieren, dass echte Lifecycle-Analysen möglich",0,0,16/10_3196.txt,164,313,16/10_3196.txt
"Der Bundesrat wird beauftragt, im Rahmen der laufenden Regierungsreform konkrete Massnahmen zu beschliessen bzw. vorzuschlagen, damit er bei wichtigen Geschäften eine effektive Führung wahrnehmen kann, die im Einklang mit seiner Gesamtverantwortung als Kollegial- und oberste Exekutivbehörde steht.",0,0,16/10_3394.txt,0,298,16/10_3394.txt
"Diskriminierend und auf jeden Fall den Grundsätzen der Mehrsprachigkeit zuwiderlaufend sind insbesondere Stellenausschreibungen, bei denen das verlangte Sprachprofil spezifische Anforderungen einschliesst, die sich nicht aufgrund der Aufgaben der betreffenden Funktion rechtfertigen lassen oder die auf biografischen statt funktionalen Kriterien gründen (z. B. muss die Anforderung von Sprachkompetenzen auf muttersprachlichem Niveau in fast allen Fällen als diskriminierend betrachtet werden).",0,0,26/13_4063.txt,1608,2104,26/13_4063.txt
- Landschaftsgrenze und Stärkung der allgemeinen Landschaftsqualität des Dorfes;,1,1,52/22_3538.txt,339,419,52/22_3538.txt
"Dank dem Engagement der Stiftung Klik ist die Erdölindustrie bereit, in die notwendige Infrastruktur zu investieren, um biogene Treibstoffe auf den Markt bringen zu können.",0,0,30/15_4151.txt,406,578,30/15_4151.txt
"Indem wir die Auswirkungen auf die Umwelt, das heisst, auf das Klima und die Biodiversität, bei der internen Kontrolle der Buchführung berücksichtigen, setzen wir die nötigen Schranken für die Schaffung einer Ausgaben- und Investitionspolitik, die dem Klimanotstand Rechnung trägt.",1,0,46/20_466.txt,2265,2546,46/20_466.txt
"Die Sprecherin der Minderheit für den zweiten Gegenvorschlag, Kathrin Bertschy (GL, BE), wies darauf hin, dass seit Jahrzehnten eine Landwirtschaft, die im Einklang mit der Natur und mit der Erhaltung der Lebensgrundlagen ist, versprochen werde.",1,1,36/18_096.txt,3541,3786,36/18_096.txt
"Es überrascht auch, dass Italien, welches seinen Verpflichtungen in verschiedenen Bereichen nicht nachkommt (z. B. bei der Baustelle Stabio-Arcisate oder der Anwendung des Dublin-Abkommens), glaubt, es könne der Schweiz seine Bedingungen diktieren.",0,0,28/14_4105.txt,700,948,28/14_4105.txt
Dies stellt die heimische Fauna vor Probleme:,1,1,10/07_3131.txt,335,380,10/07_3131.txt
"Wenn Jugendliche straffällig werden, müssen die Eltern mehr in die Pflicht genommen werden.",0,0,16/10_3061.txt,0,91,16/10_3061.txt
Zudem ist wenig bekannt über die anfallenden Kosten der stationären therapeutischen Massnahmen nach Artikel 59 StGB und anderer psychiatrisch-psychologischer Behandlungen.,0,0,16/10_3693.txt,1370,1541,16/10_3693.txt
"Es besteht bereits eine ganze Anzahl von ausserparlamentarischen Kommissionen, deren Mandate auch Menschenrechtsfragen beinhalten.",0,0,3/02_3394.txt,199,329,3/02_3394.txt
5. Weshalb wurden keine Sportverbände oder verwandten Institutionen zur Vernehmlassung eingeladen?,0,0,16/10_3159.txt,1951,2049,16/10_3159.txt
"Kritisch äusserte sich nur Maximilian Reimann (V, AG), der die Zunahme der finanziellen Verpflichtungen gegenüber der UNO als zu hoch einschätzte.",0,0,9/07_050.txt,715,861,9/07_050.txt
Mehr kindergerechte Arzneimittel und vereinfachter Zugang zu ArzneimittelnMit den Änderungen im Heilmittelgesetz (HMG) verbessert der Bundesrat den Zugang der Bevölkerung zu Arzneimitteln und die Rahmenbedingungen für die biomedizinische Forschung und Industrie.,0,0,22/12_080.txt,7520,7782,22/12_080.txt
Bei der Umsetzung der Gewässerraumvorschriften soll sowohl innerhalb als auch ausserhalb des Siedlungsgebietes die haushälterische Nutzung des Bodens im Vordergrund stehen.,1,1,24/13_301.txt,6092,6264,24/13_301.txt
Schutz des menschlichen Lebens auf See.,0,1,63/80_029.txt,13,52,63/80_029.txt
"Der Bundesrat wird beauftragt, in der Gesetzgebung zur Raumplanung:1. griffige Instrumente zu verankern, um das Kulturland (insbesondere die landwirtschaftliche Nutzfläche, die Fruchtfolgeflächen und die Sömmerungsgebiete) umfassend zu schützen;2. den Wald zu integrieren und die nötigen Massnahmen anzugehen, um den absoluten Schutz des Waldes zu lockern;3. Instrumente vorzuschlagen, um die Fruchtfolgeflächen zu sichern.",1,1,16/10_3489.txt,0,423,16/10_3489.txt
In der Schlussabstimmung wurde das Bundesgesetz im Nationalrat mit 188 zu 0 Stimmen und im Ständerat mit 42 zu 0 Stimmen angenommen.,0,0,16/10_308.txt,680,812,16/10_308.txt
